Year,Adjusted_Total,Runtime(Mins),Censor,Total_Gross,main_genre,side_genre,dir_numeric,Rating,discrete
2003,18.61291053227633,94,18,34.24,6,10.4,22.919999999999998,6.0,0
1998,18.600276059506157,82,4,30.32,2,0.52,30.32,6.2,0
2006,18.572196271340577,115,9,37.44,2,5.7,55.821538461538466,6.2,0
2006,18.542433136290352,95,2,37.38,0,2.2,37.38,5.2,0
1992,18.50813635823732,142,1,25.97,5,5.5,23.296666666666667,7.4,1
1991,18.50333476105978,102,0,25.2,2,2.9,48.19222222222222,6.3,0
1996,18.48900223143131,81,4,29.0,6,2.0,29.0,5.3,0
2001,18.478915662650603,116,1,32.72,6,5.3,43.313,4.6,0
2015,18.46702979111203,108,16,43.77,5,9.7,25.28,7.0,1
1998,18.453044322887376,124,18,30.08,1,2.53,21.560000000000002,7.4,1
2012,18.44561067420848,95,16,42.35,6,8.3,39.07363636363636,5.3,0
1996,18.444373605355437,79,1,28.93,0,3.1,59.76666666666667,6.7,1
2005,18.444207382120755,108,18,36.02,10,8.52,33.242000000000004,6.6,1
2020,18.430425786625644,117,4,47.7,0,3.6,47.7,8.2,1
1990,18.429746795076216,108,16,24.08,6,10.4,27.09,6.2,0
2013,18.42828704142573,112,4,42.93,6,8.52,37.333333333333336,6.4,0
2013,18.42828704142573,112,4,42.93,6,8.52,37.333333333333336,6.4,0
2014,18.408678578192177,132,4,43.58,6,8.5,43.58,6.4,0
1999,18.40012006603632,130,18,30.65,3,2.7,18.791818181818183,7.3,1
2009,18.393097694104046,112,18,39.46,5,0.52,35.7975,7.2,1
2017,18.36654558064346,96,9,45.02,2,10.0,25.130000000000006,6.6,1
2015,18.344675698367624,121,4,43.48,6,1.3,54.2675,7.1,1
2005,18.34179645828888,136,4,35.82,6,8.51,178.96230769230772,6.8,1
2002,18.334954829742873,85,18,32.98,2,5.0,32.98,5.7,0
2003,18.330237825594562,136,16,33.72,5,8.3,35.18833333333333,5.5,0
2006,18.30432805588855,102,4,36.9,6,8.52,73.61999999999999,6.6,1
2008,18.29518932664507,128,16,39.39,6,8.52,77.35947368421053,7.0,1
1988,18.290465788175606,110,1,21.63,2,5.1,21.63,5.7,0
1997,18.278475755373275,93,0,29.34,2,0.5,29.34,3.6,0
1998,18.25060068503655,108,18,29.75,10,5.5,15.18,6.6,1
1997,18.24732634202056,109,9,29.29,2,5.7,82.61,6.1,0
2008,18.23480916385086,110,0,39.26,10,8.52,32.7025,6.2,0
2014,18.222817665516537,116,17,43.14,2,4.0,114.48,6.1,0
2004,18.212300361775345,108,4,34.4,5,2.5,37.2525,8.3,1
2011,18.209367717938555,101,16,40.96,5,8.5,33.91166666666667,7.1,1
1997,18.197487280656215,92,18,29.21,2,2.9,34.775000000000006,6.3,0
2004,18.15935762816553,175,4,34.3,6,1.2,50.368,5.6,0
2015,18.159035005927844,101,18,43.04,2,7.0,37.10999999999999,6.3,0
2005,18.13697461062513,94,9,35.42,2,2.5,35.42,5.8,0
2018,18.1197777041777,130,16,45.5,6,2.53,45.5,6.5,0
2002,18.10701876302988,150,7,32.57,1,0.53,10.331999999999999,8.5,1
2002,18.090340514246,112,1,32.54,2,5.7,22.22,6.7,1
2010,18.087138366149897,119,4,39.44,5,0.5,39.44,6.4,0
2017,18.076891041277474,89,4,44.31,3,8.3,32.71,5.6,0
1985,18.07251317012706,93,0,19.44,2,7.7,32.2225,6.1,0
2013,18.0419497868885,119,16,42.03,6,3.8,33.712,6.4,0
1995,18.02690582959641,91,18,27.47,2,5.0,88.98444444444445,7.2,1
2006,18.016617750403043,93,1,36.32,2,2.9,32.96333333333333,6.4,0
2006,17.996775660369558,108,4,36.28,6,10.8,76.605,6.1,0
2004,17.995235153975116,104,16,33.99,5,5.5,62.83888888888888,7.2,1
2015,17.99448984671985,111,8,42.65,3,5.1,53.09,6.6,1
2009,17.98291203848287,89,4,38.58,6,8.51,79.0425,6.3,0
1995,17.98096904735863,100,9,27.4,2,5.7,27.4,6.7,1
2015,17.969175206841705,98,9,42.59,2,5.8,76.545,6.2,0
2016,17.928344950856424,114,16,43.03,1,10.3,137.317,7.1,1
2012,17.92294874247176,110,16,41.15,2,5.7,36.326,5.7,0
2015,17.922765033731753,112,7,42.48,5,7.3,22.784999999999997,7.2,1
2020,17.916537604315113,151,4,46.37,6,3.7,164.46666666666667,5.4,0
2018,17.900747424237093,140,16,44.95,6,10.4,44.95,7.0,1
2011,17.89817246885269,111,7,40.26,6,5.2,37.95,6.8,1
2018,17.896765055510897,141,4,44.94,1,2.53,69.71,7.3,1
2019,17.887218214218308,116,4,45.73,5,5.5,45.73,7.2,1
2014,17.884888733379004,119,16,42.34,2,5.0,47.84166666666667,7.7,1
1999,17.86582620441243,121,9,29.76,6,2.5,29.76,6.1,0
2012,17.85761600100467,109,16,41.0,6,10.7,82.03166666666667,7.6,1
2002,17.856845031271714,96,18,32.12,2,10.0,51.56125,5.9,0
1973,17.837837837837835,97,1,7.92,10,9.5,19.48,7.0,1
2004,17.831112679784695,124,16,33.68,6,10.4,17.435,6.4,0
2000,17.8281068524971,126,1,30.7,5,7.4,32.60124999999999,6.7,1
1989,17.827372949717667,109,1,22.1,6,10.4,22.1,6.4,0
1994,17.79052116714454,100,1,26.37,2,5.5,33.21,6.2,0
1991,17.76907544514471,102,16,24.2,2,8.5,49.552499999999995,6.4,0
2009,17.76383560877611,99,18,38.11,6,8.5,41.54333333333334,6.3,0
2002,17.762334954829743,115,16,31.95,10,9.7,39.935,6.1,0
2019,17.746404775400933,99,17,45.37,8,9.7,72.745,5.6,0
2007,17.74359563829398,122,18,36.79,6,10.4,37.714999999999996,6.7,1
2005,17.737572007680814,113,16,34.64,6,10.4,34.64,6.5,0
2003,17.694224235560586,86,9,32.55,7,8.5,97.7425,4.9,0
2006,17.689223264850558,109,18,35.66,6,10.3,43.730000000000004,6.6,1
2007,17.656782721335755,123,4,36.61,1,10.4,36.586666666666666,7.6,1
2001,17.648719879518076,111,4,31.25,5,5.5,68.11,7.1,1
2006,17.634657517258482,109,16,35.55,6,5.4,101.495,7.9,1
2000,17.61324041811847,104,4,30.33,2,10.0,91.25399999999999,8.2,1
2001,17.597891566265066,93,18,31.16,2,7.0,62.77,6.2,0
2002,17.567755385684503,96,18,31.6,5,8.5,17.015,6.8,1
1992,17.567407055469765,76,1,24.65,0,3.1,24.65,6.5,0
2018,17.550298976332115,127,16,44.07,5,8.5,35.7,7.3,1
2000,17.543554006968645,117,18,30.21,6,10.7,30.21,5.7,0
2008,17.54275960567109,114,9,37.77,5,5.0,37.77,7.2,1
2017,17.48942267974645,120,4,42.87,2,5.7,42.87,7.5,1
2009,17.474841169588462,134,4,37.49,6,1.2,62.776666666666664,7.3,1
1997,17.449901360191053,107,1,28.01,6,10.3,28.01,7.3,1
2006,17.406473481873423,93,8,35.09,2,0.5,47.72666666666667,5.0,0
1999,17.39156536094852,157,4,28.97,1,8.52,51.888999999999996,7.8,1
2011,17.360249252575695,112,9,39.05,2,5.7,48.4425,5.8,0
2004,17.35992235065737,98,16,32.79,6,2.0,28.47,7.2,1
1999,17.331532342788535,127,4,28.87,1,5.0,89.905,7.3,1
1993,17.312950677819444,133,4,25.01,1,10.4,22.675,8.1,1
1997,17.306614058768563,117,16,27.78,6,5.2,44.49142857142857,6.9,1
2004,17.301685343686575,103,18,32.68,10,9.7,48.78666666666667,6.2,0
1991,17.299149482959063,109,0,23.56,2,10.0,48.604000000000006,6.5,0
2009,17.2557647398817,127,4,37.02,10,5.5,15.070000000000002,7.1,1
2006,17.23285519408044,118,9,34.74,5,0.5,34.74,6.6,1
1974,17.218184890992056,130,4,8.49,5,9.7,10.331999999999999,8.2,1
2005,17.194794111371873,129,1,33.58,5,9.2,18.325,7.4,1
2010,17.192870622387417,104,9,37.49,2,5.5,37.49,5.3,0
2013,17.187715190745077,86,18,40.04,2,7.7,40.04,5.0,0
2009,17.17186312850464,122,18,36.84,1,10.4,35.214000000000006,6.6,1
1993,17.139890395154314,115,4,24.76,5,5.0,117.84400000000001,6.7,1
1985,17.133560582584444,121,1,18.43,3,2.7,73.61999999999999,6.9,1
2011,17.133521285384568,89,8,38.54,6,2.2,52.63416666666666,3.5,0
2016,17.08671685881064,98,16,41.01,10,5.5,20.99,6.5,0
1996,17.060886197003512,88,9,26.76,2,2.9,26.76,4.3,0
2001,17.03878012048193,132,9,30.17,1,2.7,76.1925,6.5,0
2006,17.01459220371212,143,16,34.3,5,5.0,47.84166666666667,7.5,1
2001,16.993599397590366,104,1,30.09,2,2.9,18.791818181818183,6.8,1
2011,16.97347801442612,111,16,38.18,2,8.5,49.552499999999995,6.2,0
2007,16.971925265332022,98,4,35.19,10,9.7,54.09571428571428,6.4,0
2003,16.954926387315968,135,4,31.19,6,3.8,41.185,5.5,0
2004,16.941674755139854,94,9,32.0,6,10.8,33.010000000000005,6.5,0
1986,16.93301908309891,90,1,18.56,3,2.1,81.20749999999998,6.9,1
1994,16.899983133749366,191,4,25.05,6,1.3,35.18833333333333,6.7,1
2018,16.8852433990579,129,17,42.4,10,8.52,25.805,6.8,1
1972,16.883220406536466,109,1,7.06,3,8.52,18.58666666666667,7.7,1
2006,16.875697573477737,105,16,34.02,6,10.7,33.010000000000005,5.5,0
2003,16.87338618346546,108,9,31.04,2,5.0,26.439999999999998,6.9,1
2008,16.869288559120307,105,16,36.32,6,8.51,39.07363636363636,6.4,0
2002,16.86726893676164,101,16,30.34,5,7.7,30.34,5.2,0
2011,16.857891207622803,107,1,37.92,6,10.3,47.72666666666667,4.4,0
2007,16.846528829725706,101,16,34.93,2,5.5,34.93,5.6,0
2005,16.83635587796031,130,4,32.88,2,5.7,61.41166666666667,6.5,0
1995,16.81942469648911,104,16,25.63,6,10.8,52.63416666666666,7.1,1
2017,16.804042924626923,136,4,41.19,6,3.7,30.334545454545456,6.4,0
2000,16.80023228803717,97,18,28.93,10,5.5,28.93,5.3,0
1995,16.793175106638955,89,1,25.59,2,2.9,26.686666666666667,6.3,0
2012,16.77744800874878,123,16,38.52,2,5.1,83.56777777777778,5.9,0
2002,16.767199444058374,116,9,30.16,6,2.56,54.09571428571428,5.6,0
1989,16.762570583490188,100,1,20.78,2,5.7,56.22375,7.3,1
1994,16.744813627930508,133,1,24.82,1,2.53,32.60124999999999,7.5,1
2009,16.74303267035523,92,1,35.92,6,2.2,59.581999999999994,5.6,0
2011,16.74230440081948,100,9,37.66,7,8.5,61.185,5.4,0
1991,16.71908462338616,118,18,22.77,2,5.7,74.53916666666667,6.7,1
2002,16.711605281445447,104,4,30.06,5,7.5,127.26000000000002,6.1,0
2016,16.70756756981972,124,17,40.1,6,5.7,129.74625,7.1,1
2005,16.70322167697887,96,4,32.62,2,5.5,24.515,6.2,0
2011,16.68006535100231,109,4,37.52,6,8.51,22.064000000000004,6.7,1
2006,16.66735562812616,135,1,33.6,6,5.2,62.776666666666664,7.1,1
2003,16.639637599093994,79,1,30.61,3,8.3,30.61,5.8,0
2011,16.631163240431672,104,1,37.41,3,2.8,47.449999999999996,6.9,1
2014,16.60920701455981,126,4,39.32,6,8.54,57.394999999999996,6.1,0
1960,16.601859678782755,128,0,4.91,6,3.5,8.504999999999999,7.7,1
2008,16.599900140499997,141,16,35.74,1,10.4,62.776666666666664,7.8,1
1998,16.59424364807525,91,18,27.05,6,10.3,27.05,6.0,0
2011,16.58670677627655,137,16,37.31,1,5.7,62.776666666666664,6.5,0
1983,16.5863453815261,116,1,16.52,6,3.7,29.409999999999997,6.1,0
2011,16.555587251367964,112,4,37.24,2,7.0,85.214,6.3,0
1990,16.55462720836788,120,4,21.63,6,10.4,62.776666666666664,5.9,0
1997,16.552798255632855,98,16,26.57,2,7.7,26.57,5.1,0
2017,16.547025516457104,107,1,40.56,6,10.4,97.94500000000001,6.3,0
2017,16.49806981966285,103,1,40.44,3,2.1,58.355,7.8,1
2003,16.476557191392978,94,1,30.31,5,0.52,30.31,5.3,0
1993,16.47533890972022,102,16,23.8,6,9.4,26.925,5.8,0
2011,16.47111996947323,83,16,37.05,6,10.3,89.05600000000001,6.1,0
2013,16.466552315608922,128,4,38.36,6,5.8,38.36,6.2,0
1996,16.455211985973865,108,1,25.81,2,0.53,30.71,6.9,1
1997,16.44689025023362,155,17,26.4,5,5.0,19.08125,7.9,1
2021,16.43725914054982,103,16,44.54,6,8.6,44.54,5.4,0
1996,16.416958877908833,108,16,25.75,6,8.6,52.63416666666666,7.2,1
2012,16.341896398968178,105,16,37.52,6,7.7,40.076,5.9,0
2010,16.330704797631793,105,16,35.61,6,10.4,17.906666666666666,6.3,0
2008,16.330511721879677,98,1,35.16,0,3.6,35.16,5.9,0
1987,16.325632563256328,95,0,18.55,5,5.5,35.80428571428572,7.0,1
2003,16.31347678369196,116,1,30.01,6,10.3,52.75,5.3,0
2011,16.302185405683762,108,16,36.67,6,8.52,74.375,6.4,0
1999,16.29296112862074,97,1,27.14,2,10.1,34.44,2.5,0
2012,16.289630205794502,116,18,37.4,1,10.4,12.9975,7.2,1
2014,16.279726305725713,94,16,38.54,2,5.5,153.25499999999997,5.1,0
1998,16.27524155206789,108,16,26.53,2,5.7,65.13499999999999,6.8,1
2018,16.260011509045615,110,16,40.83,2,5.7,47.099999999999994,7.5,1
2005,16.247493065927028,90,4,31.73,2,5.5,31.73,6.1,0
1996,16.244819891616196,101,16,25.48,6,3.8,16.52,5.7,0
2013,16.200408873594387,121,16,37.74,2,5.0,18.61,7.2,1
2013,16.18753096510981,98,9,37.71,1,2.7,28.415,7.6,1
2011,16.177707306049413,110,4,36.39,6,3.7,146.73777777777778,6.0,0
2012,16.17203127115374,95,9,37.13,2,5.0,75.548,5.8,0
2015,16.167616668846538,117,1,38.32,5,5.5,19.215,7.5,1
1998,16.152548438218904,111,16,26.33,5,5.5,101.495,6.8,1
2005,16.129720503520375,93,8,31.5,1,2.53,33.91166666666667,7.4,1
2005,16.124599957328776,96,4,31.49,6,10.4,11.234166666666665,7.4,1
2002,16.105628908964558,88,4,28.97,2,2.9,28.97,5.8,0
1985,16.092345832042145,116,0,17.31,6,10.4,22.919999999999998,7.3,1
1997,16.091786938012667,107,16,25.83,6,10.4,25.83,6.1,0
2012,16.08492094919762,116,1,36.93,2,2.9,70.25500000000001,5.5,0
2010,16.073889445576924,115,16,35.05,6,8.52,123.30999999999999,6.8,1
2007,16.06038963727071,90,1,33.3,2,0.5,33.3,6.4,0
1993,16.059994231323913,98,4,23.2,2,5.7,47.26,7.1,1
2007,16.026629058453622,110,9,33.23,1,10.4,18.543333333333333,7.0,1
2014,16.000934936712248,115,17,37.88,3,1.2,19.540000000000003,7.1,1
1995,15.986000218746579,132,18,24.36,10,5.5,49.31285714285715,7.4,1
2017,15.984035003323207,126,16,39.18,6,5.2,91.25399999999999,6.7,1
1988,15.956592206327958,99,16,18.87,6,10.4,67.1,6.0,0
2007,15.95428496098844,157,4,33.08,10,5.5,86.519,7.7,1
1999,15.902746510580817,112,4,26.49,2,5.7,71.06,6.7,1
1993,15.886933948658784,134,1,22.95,5,5.5,23.296666666666667,7.8,1
2008,15.879982814876742,124,4,34.19,5,5.5,32.43,7.6,1
2005,15.863452101557495,117,18,30.98,1,10.4,22.675,5.4,0
1996,15.862288810965893,101,16,24.88,5,7.7,12.445,6.4,0
2013,15.848412708349358,111,16,36.92,2,10.8,30.334545454545456,6.3,0
2000,15.847851335656216,113,18,27.29,2,0.53,28.415,7.4,1
2007,15.83853440504415,90,9,32.84,2,10.5,26.590000000000003,5.3,0
2011,15.830946885639449,98,4,35.61,2,5.7,30.71,6.1,0
2015,15.80055439061333,123,4,37.45,2,5.7,35.214000000000006,7.0,1
2009,15.782825340151115,99,9,33.86,2,5.5,16.93,4.8,0
1995,15.782565897407853,106,4,24.05,6,10.6,24.05,5.5,0
1993,15.74848572252668,114,1,22.75,1,5.3,25.68,7.5,1
1982,15.72020725388601,115,16,15.17,2,0.5,15.17,4.5,0
1986,15.710484300159655,125,4,17.22,3,2.53,25.96,7.4,1
2001,15.705948795180724,152,4,27.81,5,5.5,64.31666666666668,6.9,1
2006,15.66036955892687,111,4,31.57,6,2.53,123.30999999999999,7.6,1
2018,15.642744356485716,103,16,39.28,2,5.7,91.24777777777778,5.8,0
1996,15.626394644564876,107,1,24.51,3,5.1,24.51,6.9,1
1997,15.62454573772194,155,18,25.08,10,5.5,62.776666666666664,6.6,1
1993,15.610037496394579,111,1,22.55,2,5.7,63.30800000000001,7.3,1
1996,15.607268090532358,135,18,24.48,5,5.0,24.48,8.0,1
2011,15.586436332786274,100,16,35.06,6,5.0,7.192000000000002,7.8,1
2012,15.575325565754316,111,4,35.76,5,2.5,35.76,6.8,1
2021,15.573694111612088,110,16,42.2,6,3.7,42.2,6.1,0
2011,15.573099393539735,90,18,35.03,3,2.0,41.91,6.2,0
2011,15.56420810070871,100,17,35.01,2,5.7,37.10999999999999,7.6,1
2008,15.545569605554974,91,18,33.47,2,2.5,33.47,5.8,0
2004,15.528103767757873,89,8,29.33,2,0.5,29.33,4.6,0
2009,15.526459305387883,108,18,33.31,1,10.3,59.36888888888888,6.5,0
2008,15.52234646601874,104,9,33.42,5,9.0,36.41,7.5,1
1992,15.472146335669319,124,4,21.71,2,10.4,28.06625,7.5,1
2007,15.462345098225198,93,1,32.06,2,7.1,32.06,6.2,0
1998,15.453197689279689,124,16,25.19,6,10.4,35.51833333333334,7.0,1
2001,15.440512048192772,97,16,27.34,2,5.5,15.24,6.0,0
2010,15.399749146432901,80,4,33.58,8,9.7,27.356666666666666,6.3,0
2014,15.396886970516407,124,8,36.45,1,5.3,32.86142857142857,7.0,1
2012,15.39674940574427,102,18,35.35,2,7.5,24.635,5.7,0
2012,15.370616309157434,87,1,35.29,0,2.7,105.07529411764706,6.9,1
2016,15.361795917687108,107,4,36.87,6,2.53,71.916,6.3,0
2000,15.354239256678284,90,18,26.44,3,7.7,26.44,4.0,0
1971,15.336488989504012,136,16,6.21,10,7.5,27.401428571428575,8.3,1
1995,15.316635677567536,106,16,23.34,10,5.5,135.857,8.5,1
2001,15.299322289156631,91,1,27.09,3,2.7,31.54,5.9,0
1968,15.294681360804981,165,1,5.32,4,4.0,8.324000000000002,8.5,1
1992,15.286851169972678,118,1,21.45,3,2.7,55.821538461538466,5.1,0
2012,15.274794955005703,99,4,35.07,5,0.52,22.315,6.4,0
2007,15.269427504984707,114,1,31.66,5,0.5,31.66,7.4,1
2003,15.2643261608154,89,1,28.08,6,2.2,16.976666666666667,6.2,0
1987,15.26072607260726,106,1,17.34,6,3.7,17.34,5.3,0
2019,15.258700689627297,87,16,39.01,6,8.4,23.715,6.1,0
2008,15.257602675305677,110,9,32.85,6,10.3,45.75,5.7,0
1998,15.207811461581716,91,8,24.79,2,2.9,36.326,7.3,1
2014,15.160336718020131,123,1,35.89,1,5.7,35.89,7.7,1
2013,15.140127741697777,100,16,35.27,5,8.0,23.400000000000002,5.8,0
1987,15.128712871287131,113,16,17.19,8,9.7,27.655714285714286,7.2,1
1981,15.122353588122078,108,16,13.75,10,5.5,42.085384615384605,7.4,1
2009,15.116273649766706,94,18,32.43,2,1.5,32.43,6.2,0
2005,15.110731811393213,100,16,29.51,8,9.0,29.51,3.7,0
2016,15.107640899792093,116,17,36.26,6,10.3,125.1325,7.3,1
2009,15.097628847238473,95,4,32.39,2,5.7,130.51749999999998,7.7,1
1989,15.060500134444746,113,4,18.67,6,10.4,42.085384615384605,7.1,1
2010,15.019112106780153,129,4,32.75,5,7.3,62.776666666666664,6.5,0
2004,14.998676431659753,97,9,28.33,6,10.3,113.08800000000001,6.2,0
2005,14.982718156603367,101,4,29.26,6,2.2,234.0025,6.2,0
2010,14.982424199343743,91,9,32.67,2,5.5,45.080000000000005,5.5,0
2008,14.974280372963623,87,4,32.24,2,5.52,32.24,3.8,0
1963,14.955102040816326,104,1,4.58,6,3.1,4.58,7.3,1
1994,14.943498060381174,97,9,22.15,2,5.7,22.15,6.7,1
2016,14.92431596885143,97,4,35.82,8,9.7,29.455,6.0,0
1982,14.922279792746115,98,0,14.4,8,9.5,14.4,5.1,0
2004,14.919262331245035,111,1,28.18,2,5.51,20.59,5.8,0
1988,14.916496370939331,120,1,17.64,10,5.5,10.331999999999999,6.9,1
2005,14.890548325154679,135,16,29.08,5,0.51,119.69,6.8,1
1986,14.871132061126739,110,1,16.3,6,2.2,16.3,4.7,0
1975,14.86528336946423,80,0,8.0,6,2.8,8.0,6.2,0
1994,14.849047056839263,123,16,22.01,5,8.2,63.30800000000001,6.3,0
2008,14.848875419467959,112,4,31.97,2,5.7,31.97,7.1,1
2010,14.844844546457207,112,4,32.37,2,5.7,48.411,6.7,1
2000,14.831591173054589,113,4,25.54,9,8.5,187.57454545454547,8.4,1
2016,14.8284870276779,102,16,35.59,2,2.9,17.810000000000002,5.9,0
2009,14.82727921057906,111,9,31.81,6,8.51,18.2275,6.1,0
2015,14.804845222072679,111,1,35.09,6,2.2,37.95,5.7,0
2009,14.79465080615465,79,9,31.74,0,3.6,31.74,7.0,1
1986,14.789021516003952,106,16,16.21,6,10.8,15.025,5.5,0
2017,14.788700073263561,111,18,36.25,6,8.5,19.35,6.2,0
2008,14.788495256673748,128,16,31.84,1,5.0,27.390909090909098,7.5,1
2009,14.762022401730238,117,9,31.67,1,0.53,37.95,6.7,1
1997,14.758592046516458,95,8,23.69,2,0.5,36.15714285714286,5.7,0
2008,14.732759721786786,104,4,31.72,6,8.54,74.375,6.0,0
1993,14.723968849149122,88,1,21.27,2,7.5,78.27000000000001,5.4,0
1989,14.721699381554181,104,0,18.25,2,5.0,13.9725,7.8,1
2005,14.721570300832084,114,4,28.75,1,10.4,38.82,7.3,1
2011,14.69286140326829,114,9,33.05,5,8.5,33.242000000000004,6.0,0
2011,14.68841575685278,110,4,33.04,2,5.5,33.04,5.7,0
2016,14.640995621034039,99,16,35.14,5,8.5,31.42,6.2,0
2008,14.625933279920112,90,9,31.49,2,0.53,31.49,6.6,1
1996,14.62543831686325,104,8,22.94,6,2.7,21.520000000000003,5.4,0
1999,14.624043223773073,117,18,24.36,6,10.4,30.055,7.2,1
2003,14.622876557191391,137,18,26.9,3,4.5,95.35095238095236,6.5,0
2000,14.616724738675963,110,18,25.17,2,10.4,32.7025,6.3,0
2008,14.611999396198371,101,16,31.46,2,5.5,18.791818181818183,6.5,0
2007,14.579747109149958,126,9,30.23,1,5.7,36.330000000000005,7.5,1
2015,14.572794356522948,123,9,34.54,1,5.3,34.54,7.1,1
2002,14.565670604586517,110,18,26.2,6,10.4,62.776666666666664,6.4,0
2015,14.56013703658387,87,9,34.51,6,10.3,75.548,5.1,0
2016,14.549333155563707,112,4,34.92,6,3.8,17.545,5.2,0
1984,14.535536659714424,114,4,15.1,6,8.3,25.1,6.0,0
2008,14.491239070609954,114,9,31.2,2,5.7,33.91166666666667,6.0,0
2014,14.484478853745061,103,18,34.29,2,5.0,104.32916666666667,6.6,1
2010,14.482551460522664,104,10,31.58,2,5.5,31.58,6.4,0
2001,14.480421686746991,95,4,25.64,6,2.2,40.21333333333333,4.8,0
2018,14.471927950985004,104,4,36.34,6,9.7,61.76714285714286,6.3,0
2010,14.441277564656701,112,1,31.49,6,2.5,40.5,7.5,1
2018,14.436086632449266,94,16,36.25,1,8.52,62.776666666666664,5.3,0
2013,14.431842775046192,96,16,33.62,6,2.2,78.91333333333334,5.6,0
2003,14.427180067950168,98,18,26.54,6,10.4,72.94714285714285,6.4,0
2001,14.423945783132533,131,18,25.54,5,0.52,35.355714285714285,5.9,0
2002,14.39332870048645,123,4,25.89,1,5.7,25.115000000000002,7.3,1
2018,14.380333470282567,94,16,36.11,6,8.5,71.42299999999999,6.1,0
1992,14.360375341489483,95,18,20.15,6,10.4,20.655,7.0,1
2015,14.353400810912298,101,4,34.02,2,5.5,34.02,6.4,0
2013,14.34169741565417,98,9,33.41,2,5.0,13.9725,7.3,1
2016,14.307677564778285,121,4,34.34,6,10.7,95.35095238095236,6.2,0
2010,14.299111923340616,113,17,31.18,5,8.5,35.355714285714285,6.8,1
2010,14.289939946481514,100,9,31.16,5,7.3,27.73,6.4,0
2003,14.285843714609287,85,4,26.28,2,2.9,30.415,3.4,0
2001,14.282756024096388,119,16,25.29,5,5.5,25.29,6.7,1
1982,14.279792746113989,109,16,13.78,8,9.5,16.52,8.2,1
2018,14.276791883401552,96,4,35.85,6,5.2,35.85,6.6,1
2019,14.26518364908248,113,16,36.47,6,10.3,91.25399999999999,7.8,1
2008,14.254363047340371,110,16,30.69,8,9.0,23.715,6.1,0
2003,14.231483578708945,109,18,26.18,6,10.4,88.98444444444445,6.0,0
2014,14.226808042990191,111,18,33.68,10,8.52,72.13333333333334,6.0,0
2010,14.221150120038246,107,9,31.01,2,5.7,71.30666666666666,6.5,0
2004,14.178064060707667,102,18,26.78,2,5.7,25.130000000000006,7.4,1
2011,14.15938383340681,129,9,31.85,3,5.5,32.43,6.9,1
1994,14.154157530780905,99,1,20.98,2,5.7,54.0,6.6,1
1996,14.153649984061206,120,8,22.2,2,5.7,22.2,6.6,1
1987,14.134213421342135,93,1,16.06,6,5.3,16.06,5.8,0
2006,14.107726013806786,103,9,28.44,2,5.5,28.44,5.5,0
2018,14.105550028175257,101,16,35.42,6,8.5,43.248000000000005,6.4,0
1998,14.054496191401256,121,1,22.91,10,5.0,22.439999999999998,7.3,1
2015,14.05384423902083,109,0,33.31,1,2.53,18.7875,7.3,1
2017,14.029886772952658,113,16,34.39,6,8.5,75.84222222222222,7.0,1
1995,13.96478180028437,106,4,21.28,2,10.4,27.390909090909098,6.8,1
2006,13.958910338555661,88,1,28.14,0,2.2,54.54,5.8,0
2015,13.956804786154578,122,8,33.08,2,5.7,35.355714285714285,6.5,0
2008,13.947817605462081,111,0,30.03,10,8.52,36.1,7.2,1
1993,13.914046726276322,109,9,20.1,1,5.8,21.520000000000003,6.5,0
1999,13.903647005853218,86,1,23.16,0,3.6,239.20400000000004,8.1,1
2017,13.87078075837134,96,4,34.0,5,5.5,34.0,6.3,0
1990,13.868231392308184,74,0,18.12,0,2.2,18.12,6.8,1
2019,13.854477785865136,93,16,35.42,2,10.0,35.42,5.4,0
2010,13.854271045674151,121,9,30.21,2,5.7,76.08,5.4,0
2007,13.812899676019013,100,18,28.64,6,8.4,28.64,6.9,1
2013,13.809410531625105,106,17,32.17,10,5.5,59.36888888888888,7.1,1
2017,13.789187930380917,107,18,33.8,10,5.5,33.8,7.7,1
2009,13.787831469629946,103,9,29.58,2,5.7,57.833333333333336,4.9,0
2001,13.780120481927712,120,4,24.4,6,10.4,24.4,6.1,0
2007,13.774316157370917,117,18,28.56,6,10.4,18.498,6.8,1
1996,13.771118903410906,95,9,21.6,6,5.2,21.6,5.5,0
2012,13.76778638516482,101,9,31.61,5,8.7,31.61,5.5,0
2005,13.758907616812458,101,1,26.87,6,10.7,44.49142857142857,4.4,0
2019,13.748867706752103,103,4,35.15,2,5.8,109.42666666666666,6.5,0
2017,13.74839151638571,109,4,33.7,6,8.51,33.7,5.3,0
2005,13.743545978237675,123,9,26.84,2,5.7,56.22375,6.3,0
2002,13.742876997915218,84,16,24.72,2,5.5,24.515,5.1,0
2007,13.73573263872282,120,18,28.48,10,8.52,28.48,7.3,1
1999,13.723547951373252,113,18,22.86,2,5.8,36.977500000000006,7.8,1
2014,13.71991464478389,83,18,32.48,8,9.7,32.48,5.6,0
1981,13.714599945009626,96,4,12.47,6,3.8,45.79,7.6,1
2014,13.711466421480454,84,4,32.46,8,9.0,29.957500000000003,5.0,0
2018,13.687401311925,119,17,34.37,1,2.7,11.3675,7.5,1
2014,13.677673528266702,117,16,32.38,10,8.52,22.17,7.8,1
1974,13.669089065404766,144,1,6.74,5,5.5,6.74,6.4,0
