Year,Adjusted_Total,Runtime(Mins),Censor,Total_Gross,main_genre,side_genre,dir_numeric,Rating,discrete
1985,80.97303997520918,161,1,87.1,1,5.7,91.18285714285712,7.1,1
2005,80.96607638148068,113,4,158.12,2,10.5,91.24777777777778,6.4,0
1994,80.91752403440714,101,1,119.94,6,10.3,104.09666666666668,6.9,1
2014,80.76501478087069,101,9,191.2,6,2.2,97.7425,5.8,0
1989,80.70717934928744,124,16,100.05,2,5.0,95.35095238095236,7.0,1
2011,80.47953706001994,115,4,181.03,6,3.7,63.30800000000001,7.0,1
1998,80.02044885230816,127,16,130.44,6,10.8,73.61999999999999,6.6,1
1983,79.8895582329317,114,1,79.57,6,5.4,55.62,7.1,1
1973,79.68468468468468,121,1,35.38,6,8.54,37.8125,6.7,1
2014,79.421747275624,169,4,188.02,3,5.4,187.57454545454547,8.6,1
1990,79.3979207857644,105,1,103.74,6,10.3,65.13499999999999,6.2,0
1981,79.38410778113831,95,1,72.18,6,2.3,99.46000000000001,6.2,0
2012,79.36185881812344,150,1,182.21,1,2.53,138.73962962962963,7.3,1
2005,79.2148495839556,106,4,154.7,6,3.7,92.25999999999999,5.7,0
1997,79.19426850794311,105,4,127.12,2,5.7,62.196666666666665,6.3,0
1996,79.09467644246097,117,16,124.06,2,2.9,62.83888888888888,7.2,1
2002,79.00486448922864,124,4,142.11,6,8.54,66.72571428571429,5.8,0
2010,78.9065169188578,125,1,172.06,6,3.8,93.14,6.8,1
2021,78.80953501267207,97,4,213.55,6,3.8,213.55,5.9,0
2011,78.58124604059616,105,4,176.76,6,5.4,72.13333333333334,7.6,1
2011,78.53234393002553,124,7,176.65,6,3.8,99.68375,6.9,1
2008,78.20160007431404,106,4,168.37,6,8.54,68.11,6.6,1
1984,78.16460773303386,96,16,81.2,2,2.9,71.06,6.7,1
1999,78.10295662614438,122,4,130.1,5,5.0,124.15375,8.4,1
1997,78.07911950991591,119,16,125.33,6,8.54,48.418333333333344,6.5,0
2012,77.97244918292333,106,4,179.02,6,2.2,130.02125,6.8,1
2015,77.75813549239083,115,4,184.3,2,0.5,184.3,6.4,0
1975,77.72685041808609,113,0,41.83,2,9.4,24.7275,7.0,1
1986,77.6948224739603,137,1,85.16,6,3.8,278.42571428571426,8.4,1
2015,77.47967445373115,156,16,183.64,6,5.2,47.84166666666667,8.0,1
2009,77.42720369912882,158,4,166.11,6,3.8,112.40500000000002,5.8,0
2002,77.40931202223767,104,0,139.24,2,7.1,94.58666666666666,5.7,0
1989,77.32723850497446,128,1,95.86,2,5.0,50.885000000000005,8.1,1
1977,77.21710435858655,125,16,46.8,6,8.54,53.39666666666667,7.0,1
1975,77.13223908330752,117,0,41.51,10,9.7,91.18285714285712,7.4,1
1998,77.06354480854762,103,1,125.62,2,5.0,50.885000000000005,8.2,1
1984,77.0479704797048,107,1,80.04,5,0.52,58.275000000000006,6.6,1
2017,76.84820504277674,106,4,188.37,6,2.53,187.57454545454547,7.8,1
2004,76.66107826700785,115,4,144.8,6,9.5,64.196,7.1,1
1992,76.63380448984438,128,1,107.53,2,5.3,76.1925,7.3,1
2009,76.42504556323618,108,16,163.96,2,5.7,75.548,6.7,1
1999,76.20591325228875,128,16,126.94,6,8.54,56.3375,6.4,0
2015,76.02830176738377,117,4,180.2,6,2.2,116.98666666666666,7.3,1
2011,75.44706531765996,146,4,169.71,5,5.0,72.745,8.1,1
2003,75.34858437146093,98,1,138.61,2,0.5,104.32916666666667,5.9,0
2003,75.34858437146093,147,4,138.61,6,10.3,178.96230769230772,6.6,1
2011,75.18032653272923,125,12,169.11,2,5.5,109.42666666666666,6.8,1
1978,75.08431272355645,183,16,48.98,5,1.5,36.989999999999995,8.1,1
2018,74.87649678987893,90,16,188.02,5,8.3,174.04500000000002,7.5,1
1989,74.8749663888142,95,4,92.82,2,5.7,61.743333333333325,7.7,1
2010,74.847917158705,106,4,163.21,6,3.7,81.65500000000002,5.8,0
2015,74.84695190640333,94,1,177.4,0,2.2,177.4,6.6,1
2014,74.76677623542946,102,1,177.0,0,3.6,168.9,7.8,1
1991,74.60074649697118,99,16,101.6,5,8.5,62.0375,6.2,0
2000,74.37862950058074,120,4,128.08,6,5.2,64.43333333333334,7.9,1
2010,74.29301255872932,102,16,162.0,2,2.9,84.20769230769231,5.9,0
2001,74.06250000000001,100,1,131.14,6,3.7,64.20142857142856,5.7,0
1993,73.79982693971733,117,16,106.61,5,5.5,63.60142857142858,6.0,0
2003,73.73952434881087,106,16,135.65,2,2.9,91.24777777777778,6.2,0
1984,73.707684902936,106,1,76.57,6,2.2,129.74625,6.9,1
1984,73.61142307075245,105,1,76.47,6,3.8,117.98666666666668,6.6,1
2006,73.51990409656483,108,9,148.21,2,2.5,99.8057142857143,6.6,1
2011,73.46430701634145,90,1,165.25,0,3.6,88.975,7.2,1
2002,73.4232105628909,145,16,132.07,6,9.4,138.73962962962963,7.7,1
1967,73.08518611041717,110,1,24.38,5,9.7,48.445,7.9,1
2000,72.938443670151,131,16,125.6,1,5.0,59.36888888888888,7.4,1
1986,72.82293013000834,94,1,79.82,6,2.2,65.215,5.9,0
1994,72.81497723056164,154,16,107.93,10,5.0,85.19,8.9,1
2000,72.7700348432056,98,16,125.31,6,2.2,80.07833333333333,5.6,0
2009,72.27657700070384,107,4,155.06,6,10.8,166.35666666666668,6.5,0
2003,72.14677236693092,105,16,132.72,2,2.9,83.56777777777778,5.6,0
1992,72.09407293027674,130,16,101.16,5,4.0,62.776666666666664,8.2,1
2000,72.07897793263649,147,16,124.12,10,8.52,59.36888888888888,7.6,1
1971,71.9407285449681,118,1,29.13,5,5.5,27.095,8.0,1
2003,71.85322763306908,138,4,132.18,6,7.5,64.43333333333334,5.6,0
2017,71.81800719716736,104,11,176.04,8,9.7,175.56,7.7,1
2002,71.78874218207088,115,4,129.13,8,9.0,152.93800000000002,7.1,1
2007,71.73158410664483,129,17,148.73,2,5.5,97.55799999999999,6.9,1
2017,71.69969759658126,104,1,175.75,0,3.6,175.75,7.3,1
2000,71.60859465737516,106,9,123.31,2,2.5,91.24777777777778,4.4,0
2015,71.59823978870713,89,1,169.7,0,2.2,161.84,6.6,1
1980,71.41268075639601,104,16,58.85,3,5.7,81.20749999999998,5.8,0
2017,71.39372449161718,97,1,175.0,0,2.2,161.70999999999998,6.3,0
1979,71.26420943851188,122,1,51.72,5,8.5,51.72,7.4,1
1995,71.12982609646723,90,1,108.39,3,10.3,60.415000000000006,6.4,0
2017,71.1244681592488,105,4,174.34,1,5.1,174.34,7.5,1
1998,71.05158222994733,119,1,115.82,2,5.7,98.81,6.7,1
1994,71.0136616630123,123,16,105.26,5,7.7,37.714999999999996,7.5,1
2009,70.97610202435943,118,4,152.27,6,3.8,128.184,5.7,0
1987,70.97029702970296,102,4,80.64,2,5.7,48.445,7.1,1
2012,70.91215758837977,165,16,162.81,5,4.0,85.19,8.4,1
2008,70.90024500412211,145,4,152.65,2,5.7,124.0,5.7,0
2014,70.86792118089265,149,16,167.77,5,9.7,86.519,8.1,1
1993,70.82319007787714,128,4,102.31,6,10.4,83.96444444444444,7.2,1
1985,70.75612023551288,117,1,76.11,2,5.4,95.35095238095236,6.7,1
2002,70.72689367616401,108,1,127.22,2,5.5,82.61,6.2,0
2016,70.66759440192327,127,4,169.61,1,2.53,106.87,7.8,1
1985,70.62596839169508,106,1,75.97,6,2.2,44.53,6.1,0
2004,70.61501808876731,163,4,133.38,5,1.5,83.96444444444444,7.3,1
2002,70.20986796386379,96,1,126.29,2,5.5,45.75,5.8,0
1988,70.19378479317878,132,16,83.01,6,8.5,72.94714285714285,8.2,1
2015,70.10889514254251,125,19,166.17,5,8.53,83.80999999999999,4.1,0
1989,70.09142242538317,116,4,86.89,2,5.5,39.188,6.8,1
1999,70.08254539996997,105,16,116.74,10,5.5,74.67333333333333,6.5,0
1990,69.99936220422221,111,1,91.46,6,10.3,81.21249999999999,6.2,0
1995,69.95515695067263,130,4,106.6,6,8.54,75.84222222222222,7.2,1
1997,69.91797321150453,138,4,112.23,6,10.6,75.19000000000001,7.3,1
1993,69.75713873665994,141,4,100.77,10,5.5,58.00333333333333,6.6,1
1999,69.69233078193005,124,1,116.09,2,5.7,71.30666666666666,7.2,1
1973,69.66216216216216,102,1,30.93,2,10.4,27.095,8.1,1
2018,69.5042813782447,120,4,174.53,2,5.7,92.50999999999999,6.9,1
1980,69.4468601476388,133,1,57.23,6,2.2,48.604000000000006,7.9,1
1996,69.34650940388907,149,4,108.77,10,8.52,54.09571428571428,7.4,1
2005,69.32707488798803,81,3,135.39,0,2.2,112.345,5.7,0
2007,69.20918657502544,96,14,143.5,2,5.0,52.60375,7.5,1
2003,69.118912797282,107,16,127.15,6,10.8,71.512,5.9,0
2008,68.78693930632481,116,4,148.1,5,5.0,62.776666666666664,8.1,1
1994,68.56468207117557,127,4,101.63,6,2.2,73.61999999999999,7.0,1
2017,68.55837371895011,118,4,168.05,6,3.7,84.67,6.6,1
1981,68.51800934836405,127,16,62.3,6,8.54,53.278,6.7,1
2013,68.50188786561188,117,16,159.58,6,10.3,109.42666666666666,6.6,1
2013,68.50188786561188,117,16,159.58,6,10.3,109.42666666666666,6.6,1
2019,68.48226907818373,116,16,175.08,8,9.7,175.56,6.8,1
2018,68.48081261561313,130,1,171.96,0,2.2,132.20000000000002,6.7,1
1998,68.4320842492715,132,16,111.55,6,8.5,67.63933333333333,7.3,1
1999,68.32357796788233,106,16,113.81,6,2.8,130.02125,4.9,0
2000,68.26945412311267,99,16,117.56,6,10.3,88.5575,5.2,0
1983,68.17269076305222,131,4,67.9,6,8.54,53.278,6.5,0
2006,68.13773717498243,107,16,137.36,2,5.8,82.15,6.4,0
2010,68.06524027139879,95,1,148.42,0,2.4,161.70999999999998,7.3,1
2010,68.04689631768058,98,16,148.38,2,5.5,56.56,5.5,0
2019,68.04418282408523,137,16,173.96,6,8.54,183.41333333333333,6.5,0
2015,68.01199913930223,147,18,161.2,1,2.53,88.98444444444445,7.8,1
1983,67.91164658634537,117,16,67.64,6,10.8,62.776666666666664,6.6,1
2003,67.80339750849377,128,9,124.73,2,5.7,104.26166666666666,6.7,1
2021,67.7750929762455,134,4,183.65,6,3.8,91.84,6.7,1
2016,67.67606484702786,123,4,162.43,6,8.5,123.30999999999999,6.6,1
2012,67.65423154722086,127,4,155.33,6,5.2,97.94500000000001,6.1,0
2002,67.63585823488533,119,4,121.66,6,9.7,58.569,7.9,1
2007,67.58385585197432,91,4,140.13,6,10.3,113.08800000000001,6.2,0
1989,67.56655014788923,117,1,83.76,2,5.7,58.275000000000006,7.3,1
2008,67.34710465507831,90,16,145.0,6,10.8,43.248000000000005,7.8,1
1996,67.25533949633409,103,4,105.49,2,2.9,71.06,6.4,0
2000,67.16027874564462,113,1,115.65,1,5.3,53.09,7.8,1
1990,67.14458830282544,118,1,87.73,3,2.8,129.74625,7.4,1
1987,67.12431243124311,119,16,76.27,10,8.52,42.085384615384605,7.9,1
1973,67.1171171171171,130,16,29.8,1,10.4,23.686666666666667,7.7,1
1993,67.07816556100377,195,16,96.9,1,2.53,138.73962962962963,9.0,1
2008,66.94302202714785,108,16,144.13,2,0.51,87.075,6.5,0
2019,66.89420640707667,130,16,171.02,6,10.8,131.525,7.4,1
1996,66.71342046541284,123,1,104.64,5,7.3,102.13899999999998,6.4,0
2018,66.70865853245729,97,1,167.51,0,2.2,161.84,6.3,0
1988,66.5999577196815,85,1,78.76,2,10.0,64.815,7.6,1
1980,66.49812923450298,124,1,54.8,5,5.0,32.60124999999999,7.7,1
2008,66.48784849223766,111,4,143.15,2,5.1,73.92999999999999,7.0,1
2006,66.48588317969491,126,4,134.03,6,8.54,366.5666666666666,6.9,1
2004,66.46430777375805,125,4,125.54,10,8.5,59.36888888888888,6.5,0
2011,66.35571839793721,90,1,149.26,0,2.2,149.26,6.6,1
2016,66.18446654528334,122,4,158.85,6,3.8,166.35666666666668,7.0,1
1988,66.14333027975478,104,16,78.22,2,5.7,36.1,5.9,0
2002,66.10701876302988,124,16,118.91,6,8.52,78.25666666666667,6.4,0
1990,66.05013074813445,127,4,86.3,9,8.5,58.00333333333333,6.9,1
1960,66.00169061707523,174,16,19.52,2,5.0,6.716666666666666,8.0,1
1995,65.93896970359837,104,4,100.48,3,2.1,99.68375,7.0,1
1995,65.84053374166028,100,1,100.33,2,7.1,86.7725,6.1,0
2000,65.81300813008131,165,16,113.33,6,2.53,112.40500000000002,7.2,1
2008,65.77722042242891,150,1,141.62,6,3.1,141.62,6.5,0
1995,65.70928579240947,127,16,100.13,10,5.5,86.519,8.6,1
1996,65.69971310168953,111,16,103.05,8,9.0,49.552499999999995,7.4,1
2006,65.66739696581372,151,16,132.38,10,8.52,47.43857142857142,8.5,1
1995,65.63053702285902,128,16,100.01,6,8.54,72.94714285714285,7.6,1
1991,65.59138469069326,105,1,89.33,2,5.51,59.77333333333333,6.5,0
1997,65.57574499013603,92,8,105.26,6,2.2,75.435,5.5,0
2015,65.47631604484066,114,4,155.19,6,8.54,120.02666666666669,6.1,0
2003,65.38437146092865,140,1,120.28,5,1.52,145.96800000000002,7.3,1
2011,65.0887091695162,131,4,146.41,6,3.8,85.06199999999998,7.7,1
1983,65.0602409638554,91,0,64.8,2,5.0,64.8,6.6,1
2015,64.99955699380212,120,4,154.06,6,3.8,45.79,8.1,1
2002,64.88950660180681,110,4,116.72,5,0.5,61.41166666666667,7.2,1
2007,64.88300954660747,128,4,134.53,6,8.5,76.925,7.1,1
1981,64.85565026120429,125,1,58.97,1,5.3,58.97,7.1,1
2012,64.81443505145134,158,16,148.81,5,0.51,74.7925,7.5,1
2016,64.76369833049318,144,4,155.44,6,3.8,135.857,6.9,1
2019,64.68030623011458,130,4,165.36,2,10.4,171.522,7.9,1
1977,64.67757459095284,93,16,39.2,2,5.5,13.9725,8.0,1
2012,64.59665924656105,91,4,148.31,0,2.2,161.84,7.0,1
1996,64.5839974497928,115,16,101.3,6,10.8,104.09666666666668,6.2,0
2013,64.55695523317063,110,16,150.39,2,10.0,115.145,7.0,1
2013,64.44105405680946,138,16,150.12,10,5.0,84.28500000000001,7.2,1
2009,64.2593119135627,96,1,137.86,0,2.2,129.74625,6.8,1
1999,64.16929311121116,103,16,106.89,2,10.0,51.56125,6.7,1
1970,64.15969092079847,122,16,24.91,2,5.9,62.83888888888888,7.1,1
1968,64.0536655486344,134,1,22.28,1,2.53,22.28,7.9,1
2004,64.01305920762374,99,4,120.91,2,5.7,91.24777777777778,6.8,1
1986,63.99148483235763,103,1,70.14,2,2.9,46.63833333333333,7.8,1
2021,63.91857393675862,143,4,173.2,6,10.8,166.35666666666668,5.2,0
1985,63.87666563371553,112,1,68.71,5,8.53,50.885000000000005,7.4,1
2011,63.84837381958827,96,1,143.62,0,2.2,138.725,6.9,1
1991,63.829162332497106,85,1,86.93,2,10.0,64.815,6.9,1
2001,63.78953313253013,87,1,112.95,2,7.1,73.85,4.7,0
2014,63.76296538270098,139,4,150.95,6,3.4,99.69,6.6,1
1983,63.75502008032128,99,16,63.5,2,10.4,63.5,6.8,1
2006,63.74767475507419,84,16,128.51,2,2.9,82.73666666666666,7.3,1
2001,63.65963855421688,88,1,112.72,6,2.2,52.63416666666666,5.6,0
2010,63.653519402170545,118,1,138.8,1,2.53,74.7925,8.0,1
2004,63.62657725227212,131,4,120.18,6,3.7,128.184,6.0,0
2007,63.62422225071327,92,1,131.92,6,3.7,92.25999999999999,5.6,0
2003,63.56330690826727,117,9,116.93,6,10.7,76.605,6.0,0
2018,63.455063283157685,106,16,159.34,10,8.7,50.56666666666667,6.5,0
2015,63.43848753464941,96,4,150.36,2,0.5,70.25500000000001,6.1,0
2014,63.429260562215184,97,11,150.16,2,2.9,71.72,6.3,0
2011,63.399363531621525,103,1,142.61,0,2.2,88.5575,5.4,0
1990,63.27189234007271,107,1,82.67,6,5.3,67.63933333333333,6.1,0
1997,63.14609074862424,120,4,101.36,8,9.0,49.552499999999995,6.3,0
1997,62.99657356453121,115,18,101.12,6,10.8,64.20142857142856,6.9,1
1979,62.96934205993799,96,0,45.7,2,5.7,13.9725,7.9,1
2016,62.95544787530572,128,16,151.1,2,0.53,69.71,8.0,1
2019,62.89666933842783,104,1,160.8,0,3.6,168.9,7.4,1
1960,62.890955198647504,125,1,18.6,2,5.7,18.6,8.3,1
1997,62.871975911120344,150,1,100.92,5,9.5,129.74625,7.5,1
2004,62.80596488132003,108,1,118.63,3,2.1,86.7725,6.8,1
2007,62.77538484045513,157,16,130.16,1,10.4,77.35947368421053,7.8,1
1992,62.743793799738675,110,16,88.04,5,8.5,61.41166666666667,6.7,1
1988,62.70171235289973,74,1,74.15,0,2.2,74.15,6.6,1
2008,62.47953460828369,112,4,134.52,6,3.8,81.65500000000002,6.6,1
2008,62.47488998037644,110,16,134.51,6,10.8,40.076,6.7,1
2017,62.377716998675815,102,1,152.9,0,2.2,152.9,6.7,1
1983,62.34939759036144,111,1,62.1,2,7.3,95.35095238095236,6.3,0
1988,62.32964554999647,92,4,73.71,2,7.0,105.07529411764706,7.5,1
2019,62.2825662858076,119,18,159.23,6,5.9,124.15375,8.2,1
2013,62.17454216352441,143,16,144.84,5,5.5,61.974000000000004,7.2,1
2009,62.17109403040034,138,16,133.38,6,9.7,95.35095238095236,6.7,1
1969,62.15356656065424,142,1,22.8,6,8.54,22.8,6.8,1
1994,62.1487603305785,119,4,92.12,10,5.5,54.09571428571428,6.7,1
2000,62.02671312427411,109,16,106.81,6,10.3,58.498333333333335,6.3,0
2006,61.87755776941837,109,4,124.74,2,5.0,73.92999999999999,6.9,1
1990,61.85598571337457,95,4,80.82,6,10.3,36.931250000000006,5.9,0
2020,61.84818146048566,97,16,160.07,5,8.3,174.04500000000002,7.2,1
1999,61.65991295212366,116,16,102.71,10,5.5,64.20142857142856,6.4,0
1983,61.646586345381515,98,1,61.4,3,2.0,51.56125,7.3,1
2007,61.64199398016726,107,1,127.81,0,2.2,76.70666666666666,7.1,1
1998,61.54286590665098,123,16,100.32,2,2.53,35.355714285714285,7.1,1
2001,61.355421686747,144,16,108.64,6,2.53,77.35947368421053,7.7,1
2005,61.20076808192872,136,1,119.52,1,0.53,89.905,7.8,1
2001,61.135165662650614,115,1,108.25,2,5.51,74.53916666666667,6.3,0
2012,60.911892627817146,92,16,139.85,6,10.8,74.375,6.2,0
2021,60.844430051693955,156,4,164.87,6,3.7,164.87,6.3,0
1996,60.77143767931146,105,8,95.32,2,5.8,98.81,5.7,0
2003,60.75288788221971,84,1,111.76,6,2.2,52.63416666666666,4.3,0
1999,60.67537145429986,105,4,101.07,7,8.5,105.07529411764706,7.3,1
2004,60.52942733609812,92,4,114.33,2,2.5,115.145,6.7,1
2008,60.528790887240035,110,4,130.32,6,2.2,91.24777777777778,6.5,0
1991,60.517652817720126,130,1,82.42,5,5.0,46.47666666666667,7.7,1
2004,60.460601782405355,108,4,114.2,5,9.7,126.71875,6.6,1
1980,60.45505106684196,114,1,49.82,3,2.1,28.06625,5.3,0
2003,60.39954699886749,154,4,111.11,6,5.0,48.411,7.8,1
1983,60.19076305220883,125,1,59.95,6,2.2,36.865,5.0,0
1995,59.98031280761238,116,1,91.4,6,8.52,67.63933333333333,7.3,1
2017,59.921772876164184,140,4,146.88,6,5.2,111.9025,7.4,1
2003,59.921177802944506,97,1,110.23,2,7.1,58.10625,6.3,0
2003,59.796149490373715,84,4,110.0,2,2.9,64.815,5.5,0
1976,59.44647825450284,103,0,33.83,2,10.0,24.7275,7.2,1
1992,59.408480817199184,103,16,83.36,6,8.5,67.1,6.5,0
1976,59.393761897788835,98,16,33.8,8,9.0,42.085384615384605,7.4,1
2021,59.36825051504826,163,4,160.87,6,8.54,43.68000000000001,7.3,1
1992,59.35859365720394,117,16,83.29,6,8.5,61.357777777777784,6.8,1
1979,59.249052704099206,112,1,43.0,6,1.5,27.25,7.6,1
2012,59.248085478455245,120,16,136.03,1,8.52,64.725,7.7,1
2008,59.2236504453037,166,4,127.51,5,7.3,86.519,7.8,1
2011,59.175999436884794,87,1,133.11,0,2.2,121.356,4.3,0
1982,59.129533678756474,126,1,57.06,2,5.1,33.955,6.6,1
2000,59.030197444831614,118,1,101.65,6,10.8,41.78600000000001,6.5,0
2013,58.98082085934999,112,16,137.4,8,9.7,127.54222222222221,7.5,1
1987,58.96589658965896,111,1,67.0,2,5.5,58.275000000000006,6.5,0
2006,58.881402174362364,106,4,118.7,2,5.7,116.98666666666666,5.8,0
1992,58.809834897256195,128,4,82.52,5,7.7,54.845454545454544,7.4,1
2010,58.7052378866848,138,16,128.01,9,8.5,47.43857142857142,8.2,1
1996,58.65476569971312,111,9,92.0,6,5.2,81.06,7.6,1
2007,58.57942718747449,113,16,121.46,2,2.9,47.449999999999996,7.6,1
1999,58.47215968782831,78,1,97.4,6,2.2,97.4,4.1,0
2004,58.42760081178857,91,4,110.36,8,9.7,110.36,5.9,0
2009,58.414166320960945,115,4,125.32,6,3.8,80.07833333333333,6.5,0
1993,58.18286703201616,113,16,84.05,6,8.54,43.313,6.5,0
1991,58.07991188888209,128,18,79.1,10,8.5,47.43857142857142,7.3,1
2002,58.068102849200834,117,16,104.45,10,8.52,124.15375,7.7,1
1997,57.92544907070918,93,1,92.98,2,0.52,45.541999999999994,5.3,0
1995,57.91315760691238,135,4,88.25,6,3.8,71.916,6.2,0
2005,57.90825688073393,95,1,113.09,6,2.7,83.56777777777778,5.6,0
2007,57.904215611132784,115,4,120.06,2,5.5,84.20769230769231,5.9,0
1987,57.79537953795379,117,16,65.67,6,10.3,55.62,6.7,1
1991,57.756837789879455,88,1,78.66,6,2.2,78.66,6.0,0
2013,57.740249008669345,111,4,134.51,2,10.4,107.565,5.7,0
1998,57.72711006594754,136,4,94.1,6,2.2,75.84222222222222,6.8,1
2003,57.69241223103057,111,4,106.13,6,10.8,88.98444444444445,7.0,1
1996,57.672935926044,88,1,90.46,0,2.2,90.46,6.5,0
2020,57.559340239698564,99,1,148.97,6,2.2,148.97,6.5,0
2012,57.532012135919686,122,16,132.09,2,5.7,84.28500000000001,7.7,1
1989,57.531594514654486,97,1,71.32,2,2.9,47.26,7.5,1
2003,57.51845979614949,116,16,105.81,2,5.5,58.498333333333335,6.4,0
1987,57.390539053905385,109,4,65.21,6,10.8,73.61999999999999,7.6,1
2013,57.37966757110126,101,16,133.67,2,2.9,84.20769230769231,5.3,0
1989,57.3379940844313,97,1,71.08,2,10.4,48.418333333333344,6.2,0
2007,57.33028577124233,117,1,118.87,2,5.1,83.56777777777778,6.7,1
1991,57.17677293030656,137,4,77.87,6,5.5,95.35095238095236,6.7,1
1985,57.17384567709948,114,1,61.5,3,2.1,73.61999999999999,7.7,1
2014,57.00016262829859,99,9,134.94,6,10.3,92.25999999999999,6.1,0
2018,56.95185515328468,113,4,143.01,6,8.3,102.13899999999998,5.6,0
2013,56.903184957172016,126,4,132.56,6,7.5,89.905,6.7,1
2003,56.84439411098528,96,16,104.57,2,2.9,62.77,6.3,0
2001,56.820406626506035,136,17,100.61,7,9.2,56.22375,6.9,1
2003,56.69762174405436,92,1,104.3,2,0.5,73.85,5.6,0
2007,56.50074012030822,122,4,117.15,10,8.5,59.36888888888888,6.9,1
2005,56.494986131854056,90,4,110.33,2,10.0,78.39,6.1,0
1989,56.466792148427004,145,16,70.0,1,5.9,50.368,7.2,1
2011,56.45970947700675,112,4,127.0,6,9.5,366.5666666666666,7.0,1
1983,56.42570281124498,105,1,56.2,2,5.0,35.18833333333333,7.1,1
2019,56.36840185547782,104,4,144.11,6,2.2,88.99000000000001,6.5,0
1973,56.3063063063063,102,16,25.0,6,10.4,25.0,7.6,1
2009,56.18611241883684,153,16,120.54,3,5.9,85.19,8.3,1
1987,56.12321232123213,118,4,63.77,2,7.7,45.79,6.5,0
2005,56.04437806699381,116,4,109.45,2,5.5,97.55799999999999,7.1,1
1994,56.009445100354185,128,16,83.02,5,8.5,55.821538461538466,6.1,0
1982,55.95854922279793,129,1,54.0,5,5.0,23.686666666666667,7.7,1
1998,55.911251980982556,125,1,91.14,2,5.0,119.69,6.8,1
1976,55.87933811685458,135,4,31.8,4,4.0,62.776666666666664,7.8,1
1985,55.86303067864892,102,1,60.09,3,2.0,48.604000000000006,6.4,0
2018,55.84077427867686,110,4,140.22,6,10.3,145.96800000000002,6.3,0
2008,55.805204305570065,88,4,120.15,2,5.7,107.565,5.7,0
1975,55.74481263549086,125,1,30.0,6,2.56,48.445,6.6,1
2003,55.74088335220838,103,4,102.54,6,10.0,45.080000000000005,5.3,0
2019,55.73865286521122,161,16,142.5,2,5.0,85.19,7.6,1
1995,55.727879251886684,99,1,84.92,1,5.0,84.92,6.5,0
1983,55.722891566265055,134,4,55.5,6,8.54,130.55333333333334,6.1,0
2009,55.67338034931038,88,8,119.44,0,3.6,119.44,5.1,0
2014,55.56396466671407,101,1,131.54,0,2.2,138.725,6.3,0
2000,55.17421602787458,106,4,95.01,5,9.5,126.71875,7.3,1
1973,55.13513513513513,106,0,24.48,5,1.51,48.445,7.3,1
2012,55.08856760505051,124,16,126.48,3,9.5,77.35947368421053,7.0,1
2012,55.04065692797464,115,4,126.37,6,8.5,63.79,6.7,1
1991,54.98868016887965,110,1,74.89,6,3.8,76.9,7.2,1
2003,54.98527746319366,82,1,101.15,3,2.1,101.15,4.0,0
2015,54.92433032229756,119,4,130.18,6,3.8,78.91333333333334,6.2,0
2015,54.92433032229756,88,2,130.18,0,2.2,130.18,7.0,1
2019,54.90550668554175,132,4,140.37,6,2.2,103.24333333333334,7.0,1
2011,54.89484193874641,107,1,123.48,0,3.6,152.93800000000002,7.2,1
1999,54.87618190004502,113,16,91.41,7,8.5,113.72999999999999,5.0,0
2018,54.833234990950054,140,4,137.69,6,3.8,138.73962962962963,7.4,1
2003,54.81132502831257,106,16,100.83,6,2.2,80.07833333333333,4.9,0
1990,54.80706677721794,104,0,71.61,2,5.1,70.61333333333334,5.4,0
1982,54.683937823834206,191,1,52.77,1,5.0,37.68666666666667,8.1,1
2010,54.674154057109305,107,16,119.22,6,10.3,99.8057142857143,6.6,1
2013,54.66672151701763,119,9,127.35,2,2.9,99.8057142857143,6.3,0
2001,54.510542168674704,96,1,96.52,2,5.5,60.14857142857142,6.4,0
2001,54.510542168674704,101,7,96.52,8,9.7,19.93,7.6,1
2012,54.448306738673026,104,4,125.01,5,5.5,125.01,6.8,1
2012,54.439595706477405,127,1,124.99,3,5.8,64.43333333333334,7.9,1
1992,54.341370709110336,115,18,76.25,2,2.5,52.75,6.8,1
1990,54.32489316920722,110,16,70.98,6,2.0,55.62,6.0,0
2004,54.324538957028146,170,4,102.61,1,5.0,47.43857142857142,7.5,1
2010,54.256829110020156,100,4,118.31,6,8.5,61.357777777777784,6.4,0
1995,54.185715848189865,143,8,82.57,5,0.5,48.19222222222222,7.3,1
2014,54.178456044950174,129,16,128.26,6,2.2,85.06199999999998,7.7,1
